v1,v2
Nite...,0
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",1
WHAT TIME U WRKIN?,0
Even i cant close my eyes you are in me our vava playing umma :-D,0
She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,0
I'm going for bath will msg you next  &lt;#&gt;  min..,0
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",0
Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,1
Eat at old airport road... But now 630 oredi... Got a lot of pple...,0
Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,0
"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",0
Play w computer? Aiyah i tok 2 u lor?,0
So are you guys asking that i get that slippers again or its gone with last year,0
I emailed yifeng my part oredi.. Can Ì_ get it fr him..,0
Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1
Gr8. So how do you handle the victoria island traffic. Plus when's the album due,0
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1
Wherre's my boytoy ? :-(,0
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",0
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,1
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,0
Lol you won't feel bad when I use her money to take you out to a steak dinner =D,0
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0
We're finally ready fyi,0
You got called a tool?,0
"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",0
Are you willing to go for apps class.,0
MMM ... Fuck .... Merry Christmas to me,0
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,0
K and you're sure I don't have to have consent forms to do it :V,0
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,0
Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,0
"It's ok, at least armand's still around",0
"When you just put in the + sign, choose my number and the pin will show. Right?",0
U too...,0
"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",0
"Sorry, was in the bathroom, sup",0
"Well, i'm glad you didn't find it totally disagreeable ... Lol",0
Is there any training tomorrow?,0
Thats cool. i am a gentleman and will treat you with dignity and respect.,0
i felt so...not any conveying reason.. Ese he... What about me?,0
"It'll be tough, but I'll do what I have to",0
Hey what's up charles sorry about the late reply.,0
"Mah b, I'll pick it up tomorrow",0
