v1,v2
No:-)i got rumour that you going to buy apartment in chennai:-),0
Aiyah u did ok already lar. E nydc at wheellock?,0
I'm job profile seems like bpo..,0
I'm at home. Please call,0
A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,1
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",1
What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,0
"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",0
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0
At WHAT TIME should i come tomorrow,0
R we still meeting 4 dinner tonight?,0
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1
"Sure, whenever you show the fuck up &gt;:(",0
Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,0
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,1
Leave it. U will always be ignorant.,0
Give me a sec to think think about it,0
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,1
Is toshiba portege m100 gd?,0
I sent you  &lt;#&gt;  bucks,0
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0
Good. do you think you could send me some pix? I would love to see your top and bottom...,0
She's borderline but yeah whatever.,0
How much u trying to get?,0
Gud mrng dear have a nice day,0
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,0
K:)i will give my kvb acc details:),0
Whats the staff name who is taking class for us?,0
"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",0
"Princess, is your kitty shaved or natural?",0
Hahaha..use your brain dear,0
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,0
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,1
"Ya tel, wats ur problem..",0
Yes:)from last week itself i'm taking live call.,0
Which is weird because I know I had it at one point,0
"\I;m reaching in another 2 stops.\""""",0
U coming 2 pick me?,0
Hi msg me:)i'm in office..,0
What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,0
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,1
"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",1
Sen told that he is going to join his uncle finance in cbe,0
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,0
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",0
