v1,v2
"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",0
Yes. I come to nyc for audiitions and am trying to relocate.,0
"Sorry that took so long, omw now",0
Went to pay rent. So i had to go to the bank to authorise the payment.,0
Er yep sure. Props?,0
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",0
Just sleeping..and surfing,0
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,1
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,0
Ranjith cal drpd Deeraj and deepak 5min hold,0
Hey i've booked the pilates and yoga lesson already... Haha,0
"As usual..iam fine, happy &amp; doing well..:)",0
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,1
"Sorry, I'll call later",0
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,0
Yes.. now only saw your message..,0
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,0
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",0
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",1
Well obviously not because all the people in my cool college life went home ;_;,0
LOL ... No just was busy,0
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,0
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0
Dun need to use dial up juz open da browser n surf...,0
Ok...,0
"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",0
:) ,0
Are you free now?can i call now?,0
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,1
"Aight, I'm chillin in a friend's room so text me when you're on the way",0
Dunno lei he neva say...,0
Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,0
Wanna do some art?! :D,0
MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,0
Or Ì_ go buy wif him then i meet Ì_ later can?,0
Am also doing in cbe only. But have to pay.,0
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,1
Tmr timin still da same wat cos i got lesson until 6...,0
Super msg da:)nalla timing.,0
"Alright, we're all set here, text the man",0
Dont pick up d call when something important is There to tell. Hrishi,0
Gibbs unsold.mike hussey,0
"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",1
Wot u up 2? Thout u were gonna call me!! Txt bak luv K,0
I reach home safe n sound liao...,0
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",0
Aiyo please Ì_ got time meh.,0
