v1,v2
"Haha awesome, be there in a minute",0
Then mum's repent how?,0
Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,0
"Thank you. And by the way, I just lost.",0
You made my day. Do have a great day too.,0
No but the bluray player can,0
O was not into fps then.,0
NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",0
Ok... Ur typical reply...,0
Oh baby of the house. How come you dont have any new pictures on facebook,0
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",0
You do got a shitload of diamonds though,0
Oh :-)only 4 outside players allowed to play know,0
I accidentally brought em home in the box,0
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0
Thats cool. Where should i cum? On you or in you? :),0
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",1
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,0
Just sent it. So what type of food do you like?,0
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,0
URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,1
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,0
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1
Love it! The girls at the office may wonder why you are smiling but sore...,0
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",0
Do well :)all will for little time. Thing of good times ahead:,0
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,0
Actually I decided I was too hungry so I haven't left yet :V,0
Yes. that will be fine. Love you. Be safe.,0
Not from this campus. Are you in the library?,0
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,0
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,0
Those ducking chinchillas,0
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",0
But i'll b going 2 sch on mon. My sis need 2 take smth.,0
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0
Yeah no probs - last night is obviously catching up with you... Speak soon ,0
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,0
"Nah, Wednesday. When should I bring the mini cheetos bag over?",0
I'm okay. Chasing the dream. What's good. What are you doing next.,0
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,1
Hi' Test on  &lt;#&gt; rd ....,0
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",0
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,0
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1
"Yo my trip got postponed, you still stocked up?",0
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",0
ÌÏ bot notes oredi... Cos i juz rem i got...,0
Short But Cute: \Be a good person,0
Boo. How's things? I'm back at home and a little bored already :-(,0
Dai  &lt;#&gt;  naal eruku.,0
THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,0
Long time. You remember me today.,0
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1
Sorry. || mail? || ,0
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",0
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,1
You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,1
"Me not waking up until 4 in the afternoon, sup",0
Shuhui has bought ron's present it's a swatch watch...,0
I don't know but I'm raping dudes at poker,0
Thought we could go out for dinner. I'll treat you! Seem ok?,0
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,1
My exam is for february 4. Wish you a great day.,0
Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,0
ÌÏ give me some time to walk there.,0
