v1,v2
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0
You didnt complete your gist oh.,0
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,0
Prakesh is there know.,0
"I call you later, don't have network. If urgnt, sms me.",0
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,0
Aight well keep me informed,0
How abt making some of the pics bigger?,0
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",0
Me n him so funny...,0
Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,0
Thinkin about someone is all good. No drugs for that,0
"\What are youdoing later? Sar xxx\""""",0
Anything lar then Ì_ not going home 4 dinner?,0
Let me know how to contact you. I've you settled in a room. Lets know you are ok.,0
I think chennai well settled?,0
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,1
A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,0
"Uncle G, just checking up on you. Do have a rewarding month",0
What's your room number again? Wanna make sure I'm knocking on the right door,0
ÌÏ no home work to do meh... ,0
Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,0
DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!,0
Badrith is only for chennai:)i will surely pick for us:)no competition for him.,0
"Oops I did have it,  &lt;#&gt; ?",0
Yeah my usual guy's out of town but there're definitely people around I know,0
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",0
Dude got a haircut. Now its breezy up there,0
Omg how did u know what I ate?,0
Pls send me your address sir.,0
What's the significance?,0
Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,0
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march Û_ ish!,0
"Sorry, I'll call later",0
How much would it cost to hire a hitman,0
"Yes obviously, but you are the eggs-pert and the potato headÛ_ Speak soon! ",0
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,1
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0
Where you. What happen,0
Thats cool princess! I will cover your face in hot sticky cum :),0
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",0
Watching tv now. I got new job :),0
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",0
Lol no ouch but wish i'd stayed out a bit longer,0
By monday next week. Give me the full gist,0
He is a womdarfull actor,0
Is it your yahoo boys that bring in the perf? Or legal.,0
Gud mrng dear hav a nice day,0
Okie.. Thanx..,0
Can Ì_ all decide faster cos my sis going home liao..,0
You also didnt get na hi hi hi hi hi,0
"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",1
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",1
Watching telugu movie..wat abt u?,0
Already one guy loving you:-.,0
I sent them. Do you like?,0
I asked you to call him now ok,0
K k :-):-) then watch some films.,0
How come u got nothing to do?,0
My battery is low babe,0
"Good stuff, will do.",0
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,0
I'm leaving my house now.,0
In e msg jus now. U said thanks for gift.,0
"Sorry, I'll call later ok bye",0
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",0
Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,0
TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,1
Yup but it's not giving me problems now so mayb i'll jus leave it...,0
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,0
Yeah so basically any time next week you can get away from your mom &amp; get up before 3,0
Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,1
Is there coming friday is leave for pongal?do you get any news from your work place.,0
"What part of \don't initiate\"" don't you understand""",0
I am not sure about night menu. . . I know only about noon menu,0
"K give me a sec, breaking a  &lt;#&gt;  at cstore",0
"I hav almost reached. Call, i m unable to connect u.",0
Shall i send that exe to your mail id.,0
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",0
Hey come online! Use msn... We are all there,0
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",1
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,0
I'm home. Ard wat time will u reach?,0
Your right! I'll make the appointment right now.,0
